sourceDomainId	actions	targetDomainId	databases	type	drugbankId	uniprotId
drugbank.DB00040	agonist	GCGR	DrugCentral;DrugBank	DrugHasTarget	DB00040	P47871
drugbank.DB00040	agonist	GLP1R	DrugCentral;DrugBank	DrugHasTarget	DB00040	P43220
drugbank.DB00041	agonist;modulator	IL2RB	DrugCentral;DrugBank	DrugHasTarget	DB00041	P14784
drugbank.DB00041	agonist;modulator	IL2RA	DrugCentral;DrugBank	DrugHasTarget	DB00041	P01589
drugbank.DB00041	agonist	IL2RG	DrugCentral;DrugBank	DrugHasTarget	DB00041	P31785
drugbank.DB00044	agonist	LHCGR	DrugCentral;DrugBank	DrugHasTarget	DB00044	P22888
drugbank.DB00046	agonist	INSR	DrugCentral;DrugBank	DrugHasTarget	DB00046	P06213
drugbank.DB00047	agonist	INSR	DrugCentral;DrugBank	DrugHasTarget	DB00047	P06213
drugbank.DB00050	antagonist	GNRHR	DrugCentral;DrugBank	DrugHasTarget	DB00050	P30968
drugbank.DB00050		LHCGR	DrugCentral;DrugBank	DrugHasTarget	DB00050	P22888
drugbank.DB00051	antibody	TNF	DrugCentral;DrugBank	DrugHasTarget	DB00051	P01375
drugbank.DB00052	binder	GHR	DrugCentral;DrugBank	DrugHasTarget	DB00052	P10912
drugbank.DB00054	antagonist	ITGB3	DrugCentral;DrugBank	DrugHasTarget	DB00054	P05106
drugbank.DB00054	antagonist	ITGA2B	DrugCentral;DrugBank	DrugHasTarget	DB00054	P08514
drugbank.DB00056	antibody	CD33	DrugCentral;DrugBank	DrugHasTarget	DB00056	P20138
drugbank.DB00060	agonist	IFNAR1	DrugCentral;DrugBank	DrugHasTarget	DB00060	P17181
drugbank.DB00060		IFNAR2	DrugCentral;DrugBank	DrugHasTarget	DB00060	P48551
drugbank.DB00063		ITGB3	DrugCentral;DrugBank	DrugHasTarget	DB00063	P05106
drugbank.DB00065	inhibitor	TNF	DrugCentral;DrugBank	DrugHasTarget	DB00065	P01375
drugbank.DB00066	agonist	FSHR	DrugCentral;DrugBank	DrugHasTarget	DB00066	P23945
drugbank.DB00067	agonist	AVPR2	DrugCentral;DrugBank	DrugHasTarget	DB00067	P30518
drugbank.DB00067		AVPR1A	DrugCentral;DrugBank	DrugHasTarget	DB00067	P37288
drugbank.DB00067		AVPR1B	DrugCentral;DrugBank	DrugHasTarget	DB00067	P47901
drugbank.DB00068	agonist	IFNAR1	DrugCentral;DrugBank	DrugHasTarget	DB00068	P17181
drugbank.DB00068	agonist	IFNAR2	DrugCentral;DrugBank	DrugHasTarget	DB00068	P48551
drugbank.DB00072	antibody	ERBB2	DrugCentral;DrugBank	DrugHasTarget	DB00072	P04626
drugbank.DB00073	antibody	MS4A1	DrugCentral;DrugBank	DrugHasTarget	DB00073	P11836
drugbank.DB00074	antibody	IL2RA	DrugCentral;DrugBank	DrugHasTarget	DB00074	P01589
drugbank.DB00075		CD3D	DrugCentral;DrugBank	DrugHasTarget	DB00075	P04234
drugbank.DB00075	binder	CD3E	DrugCentral;DrugBank	DrugHasTarget	DB00075	P07766
drugbank.DB00075		CD3G	DrugCentral;DrugBank	DrugHasTarget	DB00075	P09693
drugbank.DB00078	antibody	MS4A1	DrugCentral;DrugBank	DrugHasTarget	DB00078	P11836
drugbank.DB00082	antagonist	GHR	DrugCentral;DrugBank	DrugHasTarget	DB00082	P10912
drugbank.DB00087	antibody	CD52	DrugCentral;DrugBank	DrugHasTarget	DB00087	P31358
drugbank.DB00091	inhibitor;binder	PPIA	DrugCentral;DrugBank	DrugHasTarget	DB00091	P62937
drugbank.DB00092	inhibitor	CD2	DrugCentral;DrugBank	DrugHasTarget	DB00092	P06729
drugbank.DB00093	agonist	AVPR1A	DrugCentral;DrugBank	DrugHasTarget	DB00093	P37288
drugbank.DB00095	antibody	ITGAL	DrugCentral;DrugBank	DrugHasTarget	DB00095	P20701
drugbank.DB00097		LHCGR	DrugCentral;DrugBank	DrugHasTarget	DB00097	P22888
drugbank.DB00099	stimulator	CSF3R	DrugCentral;DrugBank	DrugHasTarget	DB00099	Q99062
drugbank.DB00102		PDGFRB	DrugCentral;DrugBank	DrugHasTarget	DB00102	P09619
drugbank.DB00102		PDGFRA	DrugCentral;DrugBank	DrugHasTarget	DB00102	P16234
drugbank.DB00104		SSTR1	DrugCentral	DrugHasTarget	DB00104	P30872
drugbank.DB00104		SSTR5	DrugCentral	DrugHasTarget	DB00104	P35346
drugbank.DB00104		SSTR2	DrugCentral	DrugHasTarget	DB00104	P30874
drugbank.DB00106	antagonist	GNRHR	DrugCentral;DrugBank	DrugHasTarget	DB00106	P30968
drugbank.DB00107	agonist	OXTR	DrugCentral;DrugBank	DrugHasTarget	DB00107	P30559
drugbank.DB00107	binder	OXT	DrugCentral;DrugBank	DrugHasTarget	DB00107	P01178
drugbank.DB00108	antibody	ITGA4	DrugCentral;DrugBank	DrugHasTarget	DB00108	P13612
drugbank.DB00109			DrugCentral;DrugBank	DrugHasTarget	DB00109	Q53I07
drugbank.DB00111	antibody	IL2RA	DrugCentral;DrugBank	DrugHasTarget	DB00111	P01589
drugbank.DB00111	antibody	IL2RB	DrugCentral;DrugBank	DrugHasTarget	DB00111	P14784
drugbank.DB00112		VEGFA	DrugCentral;DrugBank	DrugHasTarget	DB00112	P15692
drugbank.DB00115	cofactor	MTR	DrugCentral;DrugBank	DrugHasTarget	DB00115	Q99707
drugbank.DB00115	cofactor	MTRR	DrugCentral;DrugBank	DrugHasTarget	DB00115	Q9UBK8
drugbank.DB00115	binder	MMAA	DrugCentral;DrugBank	DrugHasTarget	DB00115	Q8IVH4
drugbank.DB00125		NOS2	DrugCentral;DrugBank	DrugHasTarget	DB00125	P35228
drugbank.DB00126	cofactor	P4HA1	DrugCentral;DrugBank	DrugHasTarget	DB00126	P13674
drugbank.DB00126		SLC23A1	DrugCentral	DrugHasTarget	DB00126	Q9UHI7
drugbank.DB00126	cofactor	PLOD1	DrugCentral;DrugBank	DrugHasTarget	DB00126	Q02809
drugbank.DB00128		SLC25A13	DrugCentral;DrugBank	DrugHasTarget	DB00128	Q9UJS0
drugbank.DB00128		GOT1	DrugCentral;DrugBank	DrugHasTarget	DB00128	P17174
drugbank.DB00128		ASPA	DrugCentral;DrugBank	DrugHasTarget	DB00128	P45381
drugbank.DB00128	substrate	ASNS	DrugCentral;DrugBank	DrugHasTarget	DB00128	P08243
drugbank.DB00128		ASS1	DrugCentral;DrugBank	DrugHasTarget	DB00128	P00966
drugbank.DB00128		ACY1	DrugCentral;DrugBank	DrugHasTarget	DB00128	Q03154
drugbank.DB00128		GOT2	DrugCentral;DrugBank	DrugHasTarget	DB00128	P00505
drugbank.DB00128		DARS	DrugCentral;DrugBank	DrugHasTarget	DB00128	P14868
drugbank.DB00128		SLC25A12	DrugCentral;DrugBank	DrugHasTarget	DB00128	O75746
drugbank.DB00128		ASPH	DrugCentral;DrugBank	DrugHasTarget	DB00128	Q12797
drugbank.DB00132		PPARA	DrugCentral;DrugBank	DrugHasTarget	DB00132	Q07869
drugbank.DB00132		PPARD	DrugCentral;DrugBank	DrugHasTarget	DB00132	Q03181
drugbank.DB00132		PPARG	DrugCentral;DrugBank	DrugHasTarget	DB00132	P37231
drugbank.DB00136	antagonist	VDR	DrugCentral;DrugBank	DrugHasTarget	DB00136	P11473
drugbank.DB00139		SUCNR1	DrugCentral;DrugBank	DrugHasTarget	DB00139	Q9BXA5
drugbank.DB00140	ligand	RFK	DrugCentral;DrugBank	DrugHasTarget	DB00140	Q969G6
drugbank.DB00140	product of	BLVRB	DrugCentral;DrugBank	DrugHasTarget	DB00140	P30043
drugbank.DB00142		GRM1	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q13255
drugbank.DB00142		GRM4	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q14833
drugbank.DB00142		GRIK4	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q16099
drugbank.DB00142		GRIK5	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q16478
drugbank.DB00142		GRM7	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q14831
drugbank.DB00142		GRM8	DrugCentral;DrugBank	DrugHasTarget	DB00142	O00222
drugbank.DB00142		SLC1A3	DrugCentral;DrugBank	DrugHasTarget	DB00142	P43003
drugbank.DB00142		SLC1A2	DrugCentral;DrugBank	DrugHasTarget	DB00142	P43004
drugbank.DB00142		SLC1A1	DrugCentral;DrugBank	DrugHasTarget	DB00142	P43005
drugbank.DB00142	substrate	GLUD2	DrugCentral;DrugBank	DrugHasTarget	DB00142	P49448
drugbank.DB00142		GLUD1	DrugCentral;DrugBank	DrugHasTarget	DB00142	P00367
drugbank.DB00142		GRIK1	DrugCentral;DrugBank	DrugHasTarget	DB00142	P39086
drugbank.DB00142		GRIA1	DrugCentral;DrugBank	DrugHasTarget	DB00142	P42261
drugbank.DB00142		GRIA2	DrugCentral;DrugBank	DrugHasTarget	DB00142	P42262
drugbank.DB00142		GRIA3	DrugCentral;DrugBank	DrugHasTarget	DB00142	P42263
drugbank.DB00142		GRIA4	DrugCentral;DrugBank	DrugHasTarget	DB00142	P48058
drugbank.DB00142		GRIK2	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q13002
drugbank.DB00142		GRIK3	DrugCentral;DrugBank	DrugHasTarget	DB00142	Q13003
drugbank.DB00143		GSTK1	DrugCentral;DrugBank	DrugHasTarget	DB00143	Q9Y2Q3
drugbank.DB00145		SLC6A9	DrugCentral	DrugHasTarget	DB00145	P48067
drugbank.DB00146	agonist	VDR	DrugCentral;DrugBank	DrugHasTarget	DB00146	P11473
drugbank.DB00152	substrate	TPK1	DrugCentral;DrugBank	DrugHasTarget	DB00152	Q9H3S4
drugbank.DB00152		SLC19A2	DrugCentral	DrugHasTarget	DB00152	O60779
drugbank.DB00153	agonist	VDR	DrugCentral;DrugBank	DrugHasTarget	DB00153	P11473
drugbank.DB00159	agonist	PPARG	DrugCentral;DrugBank	DrugHasTarget	DB00159	P37231
drugbank.DB00159	agonist	PPARD	DrugCentral;DrugBank	DrugHasTarget	DB00159	Q03181
drugbank.DB00159		PPARA	DrugCentral;DrugBank	DrugHasTarget	DB00159	Q07869
drugbank.DB00162	substrate	RDH12	DrugCentral;DrugBank	DrugHasTarget	DB00162	Q96NR8
drugbank.DB00162		RBP1	DrugCentral	DrugHasTarget	DB00162	P09455
drugbank.DB00162	substrate	RDH5	DrugCentral;DrugBank	DrugHasTarget	DB00162	Q92781
drugbank.DB00162	substrate	RDH13	DrugCentral;DrugBank	DrugHasTarget	DB00162	Q8NBN7
drugbank.DB00162		RBP3	DrugCentral	DrugHasTarget	DB00162	P10745
drugbank.DB00162	substrate	ALDH1A2	DrugCentral;DrugBank	DrugHasTarget	DB00162	O94788
drugbank.DB00162	substrate	ALDH1A1	DrugCentral;DrugBank	DrugHasTarget	DB00162	P00352
drugbank.DB00162		RLBP1	DrugCentral	DrugHasTarget	DB00162	P12271
drugbank.DB00165	ligand	PDXK	DrugCentral;DrugBank	DrugHasTarget	DB00165	O00764
drugbank.DB00169	agonist	VDR	DrugCentral;DrugBank	DrugHasTarget	DB00169	P11473
drugbank.DB00175	inhibitor	HMGCR	DrugCentral;DrugBank	DrugHasTarget	DB00175	P04035
drugbank.DB00176	inhibitor	SLC6A4	DrugCentral;DrugBank	DrugHasTarget	DB00176	P31645
drugbank.DB00177	antagonist	AGTR1	DrugCentral;DrugBank	DrugHasTarget	DB00177	P30556
drugbank.DB00178	inhibitor	ACE	DrugCentral;DrugBank	DrugHasTarget	DB00178	P12821
drugbank.DB00179	inhibitor	ALOX5	DrugCentral;DrugBank	DrugHasTarget	DB00179	P09917
drugbank.DB00180	agonist	NR3C1	DrugCentral;DrugBank	DrugHasTarget	DB00180	P04150
drugbank.DB00181	agonist	GABBR1	DrugCentral;DrugBank	DrugHasTarget	DB00181	Q9UBS5
drugbank.DB00181	agonist	GABBR2	DrugCentral;DrugBank	DrugHasTarget	DB00181	O75899
drugbank.DB00182	negative modulator	SLC6A3	DrugCentral;DrugBank	DrugHasTarget	DB00182	Q01959
drugbank.DB00182	agonist	CARTPT	DrugCentral;DrugBank	DrugHasTarget	DB00182	Q16568
drugbank.DB00182	agonist	TAAR1	DrugCentral;DrugBank	DrugHasTarget	DB00182	Q96RJ0
drugbank.DB00182	stimulator	SLC6A2	DrugCentral;DrugBank	DrugHasTarget	DB00182	P23975
drugbank.DB00182	agonist	ADRA1A	DrugCentral;DrugBank	DrugHasTarget	DB00182	P35348
drugbank.DB00182	agonist	ADRA2A	DrugCentral;DrugBank	DrugHasTarget	DB00182	P08913
drugbank.DB00182	binder	SLC6A4	DrugCentral;DrugBank	DrugHasTarget	DB00182	P31645
drugbank.DB00183	agonist	CCKBR	DrugCentral;DrugBank	DrugHasTarget	DB00183	P32239
drugbank.DB00184	agonist	CHRNA4	DrugCentral;DrugBank	DrugHasTarget	DB00184	P43681
drugbank.DB00184	agonist	CHRNA7	DrugCentral;DrugBank	DrugHasTarget	DB00184	P36544
drugbank.DB00184	agonist	CHRNB2	DrugCentral;DrugBank	DrugHasTarget	DB00184	P17787
drugbank.DB00184	agonist	CHRNA2	DrugCentral;DrugBank	DrugHasTarget	DB00184	Q15822
drugbank.DB00184	agonist	CHRNA3	DrugCentral;DrugBank	DrugHasTarget	DB00184	P32297
drugbank.DB00184	agonist	CHRNA6	DrugCentral;DrugBank	DrugHasTarget	DB00184	Q15825
drugbank.DB00184	agonist	CHRNB3	DrugCentral;DrugBank	DrugHasTarget	DB00184	Q05901
drugbank.DB00184	agonist	CHRNB4	DrugCentral;DrugBank	DrugHasTarget	DB00184	P30926
drugbank.DB00185	agonist	CHRM3	DrugCentral;DrugBank	DrugHasTarget	DB00185	P20309
drugbank.DB00185	agonist	CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB00185	P11229
drugbank.DB00186	positive allosteric modulator;ligand	GABRA1	DrugCentral;DrugBank	DrugHasTarget	DB00186	P14867
drugbank.DB00186	positive allosteric modulator	GABRB3	DrugCentral;DrugBank	DrugHasTarget	DB00186	P28472
drugbank.DB00186	positive allosteric modulator;ligand	GABRG2	DrugCentral;DrugBank	DrugHasTarget	DB00186	P18507
drugbank.DB00187	antagonist	ADRB1	DrugCentral;DrugBank	DrugHasTarget	DB00187	P08588
drugbank.DB00188	inhibitor	PSMB5	DrugCentral;DrugBank	DrugHasTarget	DB00188	P28074
drugbank.DB00188	inhibitor	PSMB1	DrugCentral;DrugBank	DrugHasTarget	DB00188	P20618
drugbank.DB00189	positive allosteric modulator	GABRA1	DrugCentral;DrugBank	DrugHasTarget	DB00189	P14867
drugbank.DB00189	positive allosteric modulator	GABRB3	DrugCentral;DrugBank	DrugHasTarget	DB00189	P28472
drugbank.DB00189	positive allosteric modulator	GABRG2	DrugCentral;DrugBank	DrugHasTarget	DB00189	P18507
drugbank.DB00190	inhibitor	DDC	DrugCentral;DrugBank	DrugHasTarget	DB00190	P20711
drugbank.DB00191	inhibitor	SLC6A2	DrugCentral;DrugBank	DrugHasTarget	DB00191	P23975
drugbank.DB00191	inhibitor	SLC6A3	DrugCentral;DrugBank	DrugHasTarget	DB00191	Q01959
drugbank.DB00192	inhibitor	SCN5A	DrugCentral;DrugBank	DrugHasTarget	DB00192	Q14524
drugbank.DB00193	agonist	OPRM1	DrugCentral;DrugBank	DrugHasTarget	DB00193	P35372
drugbank.DB00193	inhibitor	SLC6A2	DrugCentral;DrugBank	DrugHasTarget	DB00193	P23975
drugbank.DB00193	inhibitor	SLC6A4	DrugCentral;DrugBank	DrugHasTarget	DB00193	P31645
drugbank.DB00193	agonist	OPRK1	DrugCentral;DrugBank	DrugHasTarget	DB00193	P41145
drugbank.DB00193	agonist	OPRD1	DrugCentral;DrugBank	DrugHasTarget	DB00193	P41143
drugbank.DB00195	antagonist	ADRB1	DrugCentral;DrugBank	DrugHasTarget	DB00195	P08588
drugbank.DB00195	antagonist	ADRB2	DrugCentral;DrugBank	DrugHasTarget	DB00195	P07550
drugbank.DB00196	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00196	P10613
drugbank.DB00197	agonist	PPARG	DrugCentral;DrugBank	DrugHasTarget	DB00197	P37231
drugbank.DB00199	agonist	MLNR	DrugCentral;DrugBank	DrugHasTarget	DB00199	O43193
drugbank.DB00199	inhibitor	KCNH2	DrugCentral;DrugBank	DrugHasTarget	DB00199	Q12809
drugbank.DB00201	antagonist;multitarget	ADORA1	DrugCentral;DrugBank	DrugHasTarget	DB00201	P30542
drugbank.DB00201	antagonist;multitarget	ADORA2A	DrugCentral;DrugBank	DrugHasTarget	DB00201	P29274
drugbank.DB00201	inhibitor	PIK3CD	DrugCentral;DrugBank	DrugHasTarget	DB00201	O00329
drugbank.DB00203	inhibitor	PDE5A	DrugCentral;DrugBank	DrugHasTarget	DB00203	O76074
drugbank.DB00204	inhibitor	KCNH2	DrugCentral;DrugBank	DrugHasTarget	DB00204	Q12809
drugbank.DB00204	inhibitor	KCNK2	DrugCentral;DrugBank	DrugHasTarget	DB00204	O95069
drugbank.DB00205	inhibitor	DHFR	DrugCentral;DrugBank	DrugHasTarget	DB00205	P00374
drugbank.DB00205	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00205	P13922
drugbank.DB00205		HEXB	DrugCentral;DrugBank	DrugHasTarget	DB00205	P07686
drugbank.DB00206	inhibitor	SLC18A2	DrugCentral;DrugBank	DrugHasTarget	DB00206	Q05940
drugbank.DB00206	inhibitor	SLC18A1	DrugCentral;DrugBank	DrugHasTarget	DB00206	P54219
drugbank.DB00208	antagonist	P2RY12	DrugCentral;DrugBank	DrugHasTarget	DB00208	Q9H244
drugbank.DB00209	antagonist	CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB00209	P11229
drugbank.DB00210	agonist	RARG	DrugCentral;DrugBank	DrugHasTarget	DB00210	P13631
drugbank.DB00210	agonist	RARB	DrugCentral;DrugBank	DrugHasTarget	DB00210	P10826
drugbank.DB00210		RARA	DrugCentral;DrugBank	DrugHasTarget	DB00210	P10276
drugbank.DB00211	agonist	ADRA1A	DrugCentral;DrugBank	DrugHasTarget	DB00211	P35348
drugbank.DB00212	inhibitor	REN	DrugCentral;DrugBank	DrugHasTarget	DB00212	P00797
drugbank.DB00213	inhibitor	ATP4A	DrugCentral;DrugBank	DrugHasTarget	DB00213	P20648
drugbank.DB00214	inhibitor	SLC12A1	DrugCentral;DrugBank	DrugHasTarget	DB00214	Q13621
drugbank.DB00215	inhibitor	SLC6A4	DrugCentral;DrugBank	DrugHasTarget	DB00215	P31645
drugbank.DB00215	binder	HRH1	DrugCentral;DrugBank	DrugHasTarget	DB00215	P35367
drugbank.DB00216	agonist	HTR1D	DrugCentral;DrugBank	DrugHasTarget	DB00216	P28221
drugbank.DB00216	agonist	HTR1B	DrugCentral;DrugBank	DrugHasTarget	DB00216	P28222
drugbank.DB00216	agonist	HTR1F	DrugCentral;DrugBank	DrugHasTarget	DB00216	P30939
drugbank.DB00216	agonist	HTR1A	DrugCentral;DrugBank	DrugHasTarget	DB00216	P08908
drugbank.DB00216		HTR1E	DrugCentral	DrugHasTarget	DB00216	P28566
drugbank.DB00219	antagonist	CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB00219	P11229
drugbank.DB00221	agonist	ADRB2	DrugCentral;DrugBank	DrugHasTarget	DB00221	P07550
drugbank.DB00222	inhibitor	KCNJ11	DrugCentral;DrugBank	DrugHasTarget	DB00222	Q14654
drugbank.DB00222	inducer	ABCC8	DrugCentral;DrugBank	DrugHasTarget	DB00222	Q09428
drugbank.DB00223	agonist	NR3C1	DrugCentral;DrugBank	DrugHasTarget	DB00223	P04150
drugbank.DB00224	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00224	Q72874
drugbank.DB00226	partial agonist	SLC6A2	DrugCentral;DrugBank	DrugHasTarget	DB00226	P23975
drugbank.DB00227	inhibitor	HMGCR	DrugCentral;DrugBank	DrugHasTarget	DB00227	P04035
drugbank.DB00227	inhibitory allosteric modulator	ITGAL	DrugCentral;DrugBank	DrugHasTarget	DB00227	P20701
drugbank.DB00227	other	HDAC2	DrugCentral;DrugBank	DrugHasTarget	DB00227	Q92769
drugbank.DB00228	potentiator	GLRA1	DrugCentral;DrugBank	DrugHasTarget	DB00228	P23415
drugbank.DB00229	inducer		DrugCentral;DrugBank	DrugHasTarget	DB00229	Q8XJ01
drugbank.DB00230		CACNA2D1	DrugCentral;DrugBank	DrugHasTarget	DB00230	P54289
drugbank.DB00231	positive allosteric modulator;ligand	GABRA1	DrugCentral;DrugBank	DrugHasTarget	DB00231	P14867
drugbank.DB00231	positive allosteric modulator	GABRB2	DrugCentral;DrugBank	DrugHasTarget	DB00231	P47870
drugbank.DB00231	positive allosteric modulator;ligand	GABRG2	DrugCentral;DrugBank	DrugHasTarget	DB00231	P18507
drugbank.DB00233	inhibitor	PTGS2	DrugCentral;DrugBank	DrugHasTarget	DB00233	P35354
drugbank.DB00234	inhibitor	SLC6A2	DrugCentral;DrugBank	DrugHasTarget	DB00234	P23975
drugbank.DB00235	inhibitor	PDE3A	DrugCentral;DrugBank	DrugHasTarget	DB00235	Q14432
drugbank.DB00237	positive allosteric modulator	GABRA1	DrugCentral;DrugBank	DrugHasTarget	DB00237	P14867
drugbank.DB00237	positive allosteric modulator	GABRB2	DrugCentral;DrugBank	DrugHasTarget	DB00237	P47870
drugbank.DB00237	positive allosteric modulator	GABRG2	DrugCentral;DrugBank	DrugHasTarget	DB00237	P18507
drugbank.DB00238	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00238	Q72547
drugbank.DB00239	inhibitor		DrugCentral;DrugBank	DrugHasTarget	DB00239	P10613
drugbank.DB00240	agonist	NR3C1	DrugCentral;DrugBank	DrugHasTarget	DB00240	P04150
drugbank.DB00241	potentiator;positive allosteric modulator	GABRA1	DrugCentral;DrugBank	DrugHasTarget	DB00241	P14867
drugbank.DB00241	positive allosteric modulator	GABRB3	DrugCentral;DrugBank	DrugHasTarget	DB00241	P28472
drugbank.DB00241	positive allosteric modulator	GABRG2	DrugCentral;DrugBank	DrugHasTarget	DB00241	P18507
drugbank.DB00244	inhibitor	PTGS2	DrugCentral;DrugBank	DrugHasTarget	DB00244	P35354
drugbank.DB00244	inhibitor	PTGS1	DrugCentral;DrugBank	DrugHasTarget	DB00244	P23219
drugbank.DB00244	inhibitor	ALOX5	DrugCentral;DrugBank	DrugHasTarget	DB00244	P09917
drugbank.DB00244	agonist	PPARG	DrugCentral;DrugBank	DrugHasTarget	DB00244	P37231
drugbank.DB00245	antagonist	CHRM1	DrugCentral;DrugBank	DrugHasTarget	DB00245	P11229
drugbank.DB00245	inhibitor	SLC6A3	DrugCentral;DrugBank	DrugHasTarget	DB00245	Q01959
drugbank.DB00245	antagonist	HRH1	DrugCentral;DrugBank	DrugHasTarget	DB00245	P35367
drugbank.DB00245	inhibitor	SLC6A4	DrugCentral;DrugBank	DrugHasTarget	DB00245	P31645
drugbank.DB00245	inhibitor	SLC6A2	DrugCentral;DrugBank	DrugHasTarget	DB00245	P23975
drugbank.DB00246	antagonist	DRD2	DrugCentral;DrugBank	DrugHasTarget	DB00246	P14416
drugbank.DB00246	antagonist	DRD1	DrugCentral;DrugBank	DrugHasTarget	DB00246	P21728
drugbank.DB00246	antagonist	DRD5	DrugCentral;DrugBank	DrugHasTarget	DB00246	P21918
drugbank.DB00246	antagonist	HTR2A	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28223
drugbank.DB00246	antagonist	DRD3	DrugCentral;DrugBank	DrugHasTarget	DB00246	P35462
drugbank.DB00246	antagonist	DRD4	DrugCentral;DrugBank	DrugHasTarget	DB00246	P21917
drugbank.DB00246	agonist	HTR1A	DrugCentral;DrugBank	DrugHasTarget	DB00246	P08908
drugbank.DB00246	antagonist	HTR1B	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28222
drugbank.DB00246	antagonist	HTR1D	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28221
drugbank.DB00246	antagonist	HTR1E	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28566
drugbank.DB00246	antagonist	HTR2C	DrugCentral;DrugBank	DrugHasTarget	DB00246	P28335
drugbank.DB00246	antagonist	HTR3A	DrugCentral;DrugBank	DrugHasTarget	DB00246	P46098
drugbank.DB00246	antagonist	HTR6	DrugCentral;DrugBank	DrugHasTarget	DB00246	P50406
